"ano","id_municipio","id_municipio_nome","sigla_uf","natureza_juridica","populacao_atendida_agua","populacao_atentida_esgoto","populacao_urbana","volume_agua_produzido","volume_agua_faturado","consumo_eletrico_sistemas_agua","consumo_eletrico_sistemas_esgoto","volume_esgoto_tratado","volume_esgoto_faturado","receita_operacional_direta","receita_operacional_direta_agua","receita_operacional_direta_esgoto","arrecadacao_total","despesa_energia","investimento_agua_prestador","investimento_esgoto_prestador","investimento_total_prestador","investimento_agua_municipio","investimento_esgoto_municipio","investimento_total_municipio","investimento_agua_estado","investimento_esgoto_estado","investimento_total_estado"
2022,"2914604","Irecê","BA","Sociedade de economia mista com administracao publica",73456,10953,NA,4710.12,3449.03,24086.89,34.22,399.53,460.23,25944043.67,24496015.8,1448027.87,25402248.47,10923049.99,2701833.36,2612488.46,5423918.21,0,0,0,0,0,0
2022,"2921005","Mata de São João","BA","Sociedade de economia mista com administracao publica",35952,19049,NA,4760.73,2472.36,3386.77,2156.32,1618.74,1714.88,32836230.89,20283067.69,12553163.2,31530171.56,3498188.65,3218630.16,483737.96,3856915.7,0,0,0,0,0,0
2022,"2207702","Parnaíba","PI","Sociedade de economia mista com administracao publica",158237,66612,NA,13500,7922.99,11371.9,9493.7,2256.32,2691.05,48248558.01,37447661.44,10800896.57,47015533.94,9233433.79,125978,557276.12,690583.34,0,0,0,0,0,0
2021,"2905404","Cairu","BA","Sociedade de economia mista com administracao publica",9806,2337,9891,950.79,776.68,870.61,324.8,183,198.21,5884359.91,4732302.87,1152057.04,6106852.08,634175.3,485052.86,143722.41,661324.63,0,0,0,0,0,0
2021,"2906907","Caravelas","BA","Sociedade de economia mista com administracao publica",14983,6266,11706,677.38,628.45,283.17,58.93,188.86,227.01,4214185.22,3289748.58,924436.64,4212385.25,207290.51,97600.18,781165.68,909065.11,0,0,0,0,0,0
2020,"2907103","Carinhanha","BA","Autarquia",26626,10310,12891,3023.53,1875.91,816.16,18.2,771.6,771.6,3801805.13,3114560.69,687244.44,3938671.27,521921.69,57000,31962.39,144122.39,0,0,0,0,0,0
2019,"2913408","Igaporã","BA","Autarquia",10384,6795,8089,758.15,524.23,322.18,51.28,415.5,0,989206.16,659444.31,329761.85,1099206.16,109740.74,180303.18,43758.13,224061.31,0,0,0,0,0,0
2021,"2913507","Iguaí","BA","Sociedade de economia mista com administracao publica",15315,1908,15318,703.85,612.44,506.66,5.19,49.37,62.12,3341873.35,3218520.21,123353.14,3115081.95,218804.68,125982.97,809.26,184238.49,0,0,0,0,0,0
2021,"2915403","Itaju do Colônia","BA","Sociedade de economia mista com administracao publica",5211,3279,5223,242.74,205.02,72.7,39.39,118.17,131.78,1478517.82,984845.6,493672.22,1555727.04,58603.71,93451.82,69785.05,176666.75,0,0,0,0,0,0
2020,"2916401","Itapetinga","BA","Autarquia",76795,72499,74549,6281.38,3548.3,3013.34,2.75,482.47,3193.56,8899030.23,6290279.94,2608750.29,9962188.16,1836587.57,237529.37,0,237529.37,0,0,0,NA,NA,NA
2021,"2926806","Rio do Antônio","BA","Sociedade de economia mista com administracao publica",8748,1635,6279,476.86,411.05,676.27,18.75,9.13,9.13,1908394.71,1861461.23,46933.48,1814557.76,334109.19,17282766.44,1019257.17,18907946.9,0,0,0,0,0,0
2019,"2100550","Amapá do Maranhão","MA","Administracao publica direta",2550,2550,5241,255,105,350,31,0,0,290000,65000,55000,252000,52000,NA,NA,NA,0,0,0,0,0,0
2018,"2103000","Caxias","MA","Autarquia",125483,9100,125483,19696.18,7231.58,7985,124.54,432,64.13,21399501.32,21298694.23,100807.09,21399701.32,4588944.33,508240.7,0,508240.7,0,0,0,0,0,0
2020,"2207009","Oeiras","PI","Autarquia",37085,15246,22889,2260.77,1090.28,NA,NA,626.92,626.92,6200969.32,4734148.8,1466820.52,5830714.02,1735771.5,285955.62,50507.03,336462.65,0,0,0,0,0,0
2009,"2905602","Camacan","BA","Sociedade de economia mista com administracao publica",26346,7091,24464,1238.81,1130.64,330.28,45.59,235.84,281.98,2378442.33,2036282.27,342160.06,2632084.99,95427.71,NA,237000,NA,0,0,0,0,0,0
2009,"2922409","Mutuípe","BA","Sociedade de economia mista com administracao publica",10287,7891,9639,467.06,467.86,240.58,100.14,282.13,323.62,1166967.52,757492.08,409475.44,1202720.38,84568.47,NA,NA,NA,0,0,0,0,0,0
2012,"2903904","Bom Jesus da Lapa","BA","Autarquia",64000,25000,43954,2880,2400,2900,350,313,384,4823369,4192364,631005,5122011,585078,173668,88700,262368,0,0,0,0,0,0
2022,"2920601","Maragogipe","BA","Sociedade de economia mista com administracao publica",21207,11655,NA,1184.12,919.13,568.6,659.75,453.32,517.33,7155123.96,4978228.79,2176895.17,7146353.74,797309.19,526343.14,91201.78,672586.69,0,0,0,0,0,0
2022,"2924009","Paulo Afonso","BA","Sociedade de economia mista com administracao publica",96762,38548,NA,9397.09,4606.8,2388.88,191.45,1640.32,1777.62,38590520.63,29681177.65,8909342.98,37711137.68,1711562.95,29196092.38,2832611.85,34877376.65,0,0,0,0,0,0
2021,"2906006","Campo Formoso","BA","Sociedade de economia mista com administracao publica",36003,4628,26781,1394.19,1265.58,3741.87,23.49,55.42,72.58,6674352.67,6563015.65,111337.02,6580654.96,1182487.64,408851.81,27351.71,517423.06,0,0,0,0,0,0
2021,"2917359","Jaborandi","BA","Autarquia",2270,1900,2770,119.32,99.43,512,0,0,79.55,1474074.45,1355194.8,118879.65,1658978.42,631062.37,6500,0,6500,0,0,0,0,0,0
2021,"2930204","Sento Sé","BA","Administracao publica direta",41279,4872,23908,1622.1,883.8,NA,NA,0,233.84,3318988.46,2787802.11,531186.35,3318988.46,59399.63,NA,NA,NA,0,0,0,0,0,0
2019,"2112209","Timon","MA","Empresa privada",146996,3317,146996,17479.31,7740,9626.73,22,210,131,29169595.88,28940697.46,228898.42,30403470.89,5629042.31,3194745.71,451843.04,7432824.84,0,0,0,0,0,0
2020,"2205508","José de Freitas","PI","Sociedade de economia mista com administracao publica",29414,1715,22912,1928.69,1299.82,1406.91,11.46,46.89,57.46,4152975.47,4047156.31,105819.16,4656278.17,1159404.54,0,0,25201.65,0,0,0,0,0,0
2009,"2924009","Paulo Afonso","BA","Sociedade de economia mista com administracao publica",94550,4105,91484,7246.62,4769.92,3052.58,22.06,277.13,296.65,11413979.7,10920113.05,493866.65,11697392.98,531783.27,NA,4252000,NA,0,0,0,0,0,0
2012,"2926004","Remanso","BA","Autarquia",18514,12057,23716,1792,1012.19,827,102,718,718,2190570.16,1459751.6,730818.56,2190570.16,321284.86,24458.67,0,24458.67,0,0,0,0,0,0
2016,"2101707","Barreirinhas","MA","Sociedade de economia mista com administracao publica",15667,1670,24739,1994.51,756.58,721.45,65.67,115.95,114.32,3087075.05,2527392.44,559682.61,2671762.51,0,0,0,0,0,0,0,0,0,0
2022,"2907707","Chorrochó","BA","Sociedade de economia mista com administracao publica",5599,3769,NA,344.38,279.59,288.87,49.4,91.02,106.82,1735167.35,1503107.53,232059.82,1720742.81,194173.23,92487.93,8830743.21,9595391.04,0,0,0,0,0,0
2022,"2914703","Itaberaba","BA","Sociedade de economia mista com administracao publica",58059,29785,NA,3420.15,2645.63,4511.36,235.37,1042.65,1101.06,21655836.41,16990329.03,4665507.38,21586150.08,3173415.11,3254183.54,6319394.63,9945083.2,0,0,0,0,0,0
2021,"2905701","Camaçari","BA","Sociedade de economia mista com administracao publica",295407,140613,295213,35673.34,15693.71,1517.29,2495.65,3836.95,6383.6,139224535.9,117383940.84,21840595.06,135033941.71,14807296.84,28326943.04,58933936.19,94520883.61,0,0,0,0,0,0
2021,"2910727","Eunápolis","BA","Sociedade de economia mista com administracao publica",107508,12627,107550,5509.02,4534.31,6821.6,130.54,416.42,445.75,26840764.56,25924195.63,916568.93,27858537.56,2839463.77,1102994.32,34624.8,1372782.09,0,0,0,0,0,0
2021,"2932507","Una","BA","Sociedade de economia mista com administracao publica",11308,1714,11288,763.04,570.88,384.33,23.89,78.95,86.15,3067084.33,2842405.39,224678.94,3004039.09,183772.3,200534.27,23829.6,255650.43,0,0,0,0,0,0
2019,"2101707","Barreirinhas","MA","Sociedade de economia mista com administracao publica",17405,4550,25103,2124.36,728.81,717.4,184.33,619.49,204.65,4361184.34,3267155.71,1094028.63,3578522.57,466087.49,664708.2,0,664708.2,0,0,0,0,0,0
2017,"2103307","Codó","MA","Autarquia",104358,11220,82948,13755.06,6372.64,3622.57,240,0,469,9893720.6,9279957.91,613762.69,10599040.2,2701477.51,0,0,579719.24,0,0,0,844000,0,844000
2019,"2202901","Corrente","PI","Sociedade de economia mista com administracao publica",21409,3908,16457,1527.96,973.95,949,40.54,121.12,175.37,4717850.07,4013307.94,704542.13,4692955.27,731140.9,0,0,614.67,0,0,0,0,0,0
2019,"2207702","Parnaíba","PI","Sociedade de economia mista com administracao publica",148331,62357,144442,9447.59,7686.38,11464.87,532.41,1766.06,2334.97,35698672.01,28774334.68,6924337.33,36834887.28,8057355,1389934.02,0,1395250.31,0,0,0,0,0,0
2017,"2207702","Parnaíba","PI","Sociedade de economia mista com administracao publica",147987,60394,142054,10297.79,7537.46,12081.82,456.77,1817.45,2611.35,29245789.96,24199004.05,5046785.91,30059628.81,5570611.81,0,0,3820466.58,0,0,0,0,0,0
2009,"2920601","Maragogipe","BA","Sociedade de economia mista com administracao publica",26069,11192,23502,1396.83,1187.29,573.41,243.14,425.91,474.22,2876058.72,2341645.2,534413.52,3020980.09,202434.69,NA,1763000,NA,0,0,0,0,0,0
2015,"2907202","Casa Nova","BA","Autarquia",55000,23000,41724,4283.54,1678.45,174.65,76.12,910,980.35,3117066.38,2634584.38,482482,3208549.64,77456.75,90000,0,90000,0,0,0,0,0,0
2014,"2918407","Juazeiro","BA","Autarquia",186736,131492,175899,21336,12386,NA,8710,3439,3211,24763886.19,18866498.47,5897387.72,27672082.59,2643994.39,1904643.67,0,2596230.52,0,0,0,0,0,0
2015,"2210003","São João do Piauí","PI","Administracao publica direta",NA,16000,13882,NA,NA,NA,300,0,0,2208797.94,NA,2208797.94,2372863.69,250708.68,NA,NA,NA,0,0,0,0,0,0
2022,"2917300","Ituberá","BA","Sociedade de economia mista com administracao publica",16533,1076,NA,997.82,682.53,400.87,2.45,50.42,33.29,3897521.02,3843036.07,54484.95,3967566.49,220342.56,309006.31,561253.59,919670.77,0,0,0,0,0,0
2022,"2929206","São Francisco do Conde","BA","Sociedade de economia mista com administracao publica",38476,14546,NA,0,1405.96,2016.33,524.59,586.91,557.72,11180755.14,8715149.62,2465605.52,10974364.57,1510768.86,1069644.06,69863.79,1222549.44,0,0,0,0,0,0
2022,"2201804","Bocaina","PI","Sociedade de economia mista com administracao publica",2124,488,NA,270,124.59,127.14,2.75,18.74,22.22,648355.19,573407.47,74947.72,653089.81,121590.66,0,0,10048.72,0,0,0,0,0,0
2021,"2902104","Araci","BA","Sociedade de economia mista com administracao publica",35540,650,20874,1532.15,1154.21,1951.42,22.62,16.95,23.19,5615949.54,5581600.34,34349.2,5632520.7,1341032.21,891041.92,21589.12,1024039.53,0,0,0,0,0,0
2019,"2911253","Gavião","BA","Administracao publica direta",NA,4463,2483,NA,NA,NA,9,0,0,32000,NA,32000,37000,850,NA,NA,NA,0,0,0,0,0,0
2021,"2914000","Ipirá","BA","Sociedade de economia mista com administracao publica",37993,12912,28979,2253.83,1818.23,4322.53,73.31,391.45,463.64,11206792.14,9586951.72,1619840.42,11012106.07,2197060.14,4574375.67,1250079.44,6278308.86,0,0,0,0,0,0
2021,"2917003","Itiúba","BA","Sociedade de economia mista com administracao publica",14247,356,9706,515.16,614.25,1775.73,1.97,13.42,13.9,3215037.86,3191683.5,23354.36,3355867.31,611732.51,126015.35,2852257.85,3375709.82,0,0,0,0,0,0
2021,"2927705","Santa Cruz Cabrália","BA","Sociedade de economia mista com administracao publica",22660,12581,20300,1334.49,985.6,803.03,230.24,560.98,557.84,8099386.08,5232045.73,2867340.35,7833870.26,706899.67,414953.11,538410.53,1005243.48,0,0,0,0,0,0
2018,"2928109","Santa Maria da Vitória","BA","Autarquia",32941,11027,23586,2160.23,1982.67,1962.35,40.37,202.75,202.75,7320752.68,6714510.1,606242.58,7320752.68,1164819.08,109202.93,0,109202.93,0,0,0,0,0,0
2019,"2109007","Porto Franco","MA","Autarquia",19750,2144,18711,4044.6,2254.45,1094.67,88.23,21.57,33.05,3113445.51,3082480.48,30965.03,3177467.16,747052.8,0,0,0,0,0,0,0,0,0
2017,"2200400","Altos","PI","Sociedade de economia mista com administracao publica",22945,2190,28123,1971.49,939.48,1333.61,8.12,61.63,69.33,3139830.24,2989200.77,150629.47,3029682.15,752460.19,0,0,10984.19,0,0,0,0,0,0
2018,"2207702","Parnaíba","PI","Sociedade de economia mista com administracao publica",148236,62970,144041,9271.43,7624.87,11068.82,510.07,1895.68,2694.98,30827216.01,25509614.11,5317601.9,33277462,7176698.74,13525,0,36223.81,0,0,0,0,0,0
2018,"2211100","União","PI","Sociedade de economia mista com administracao publica",19938,18858,21821,1379.7,903.33,799.01,104.82,401.27,686.35,4208236.38,2977461.63,1230774.75,4367886.19,529473.96,0,0,2530.66,0,0,0,0,0,0
2014,"2917359","Jaborandi","BA","Autarquia",6350,3156,3157,900,460,750.26,0,160.24,160,667230.96,533784.77,133446.19,729447.88,144127.85,0,0,0,0,0,0,0,0,0
2014,"2103307","Codó","MA","Autarquia",92823,9930,82366,6835.11,5701.23,7778,391,0,446,6736416.68,6205420.31,530996.37,7346813.54,1960000,85344.14,15400.11,785507.39,0,0,0,0,0,0
2014,"2111300","São Luís","MA","Sociedade de economia mista com administracao publica",857967,484735,1005143,121716.61,44300.3,77859.83,1614.84,3574,30585.73,212577748.7,119640675.74,92937072.96,141109297.52,24927484.49,6036231.54,30144737.24,52544324.52,0,0,0,0,0,0
2022,"2908408","Conceição do Coité","BA","Sociedade de economia mista com administracao publica",57601,2178,NA,32.69,2149.45,8755.78,48.14,70.49,93.72,12153601.82,11981278.08,172323.74,12022671.27,4746053.15,1286511.56,43409.81,1384348.63,0,0,0,0,0,0
2022,"2922250","Muquém de São Francisco","BA","Sociedade de economia mista com administracao publica",4460,604,NA,331.49,242.25,670.24,15.49,42.62,49.42,1600689.44,1399294.37,201395.07,1570632.4,291602.51,109236.27,87032.01,204332.19,0,0,0,0,0,0
2019,"2903904","Bom Jesus da Lapa","BA","Autarquia",69148,22083,46947,3252,2941,8430,625,1493.24,1466.84,10853104,9000321,1852783,11774095,1417883,279194,0,279194,0,0,0,0,0,0
2021,"2909901","Curaçá","BA","Autarquia",30774,10980,14955,3765.3,1238.25,157.2,32.75,960.68,944.94,2989869.47,2931453.11,58416.36,3532577.32,436000.71,96204.3,42415.8,138620.1,0,0,0,0,0,0
2018,"2913705","Inhambupe","BA","Administracao publica direta",NA,16890,17010,NA,NA,NA,NA,0,0,105254,NA,105254,150899,75524,NA,NA,NA,0,0,0,NA,NA,NA
2021,"2923357","Ourolândia","BA","Sociedade de economia mista com administracao publica",8084,3386,6782,532.06,388.09,993.49,13.02,121.41,143.28,2548092.74,1944052.39,604040.35,2640252.88,752327.55,212191.86,18361.18,246892.88,0,0,0,0,0,0
2021,"2930105","Senhor do Bonfim","BA","Sociedade de economia mista com administracao publica",72747,5101,61738,1671.8,3446.33,8849.49,127.21,143.73,183.73,18768304.74,18498534.72,269770.02,19010662.35,4030290.39,4383089.24,11348233.8,16248215.4,0,0,0,0,0,0
2021,"2930709","Simões Filho","BA","Sociedade de economia mista com administracao publica",120436,63318,122904,11767.91,4324.1,9938.01,1044.55,4667.35,4243.29,37888592.11,31317102.46,6571489.65,34608290.25,2045565.8,3740905.54,3037068.38,7440540.67,0,0,0,0,0,0
2020,"2105302","Imperatriz","MA","Sociedade de economia mista com administracao publica",226497,78636,245760,41012.82,12117.51,19527.18,107.41,4244.61,4616.1,68470772.76,47701697.15,20769075.61,53751685.86,6383129.54,600266.24,0,895174.13,0,0,0,0,0,0
2020,"2201804","Bocaina","PI","Sociedade de economia mista com administracao publica",2505,507,1800,188.86,118.41,111.15,2.71,18.77,22.95,455150.23,403068.66,52081.57,548334.13,99801.13,0,0,2838.97,0,0,0,0,0,0
2021,"2207009","Oeiras","PI","Autarquia",37138,15828,22922,2466.26,1235.83,NA,NA,639.06,639.06,7173468.71,5218350.47,1955118.24,6973101.25,2229573.68,284438.22,511691.68,796129.9,0,0,0,0,0,0
2011,"2916401","Itapetinga","BA","Autarquia",69067,62200,67047,5707.66,3743.98,2851,3.5,502.67,3606.97,5116461.06,3809049.75,1307411.31,5330830.61,867131.64,162244.8,80812.35,278386.09,0,0,0,NA,NA,NA
2009,"2933604","Xique-Xique","BA","Autarquia",47470,6870,33087,2668,1418,579,579,0,467,1333374,1288111,45263,803680,273556,110501,0,102019,0,0,0,0,0,0
2015,"2903904","Bom Jesus da Lapa","BA","Autarquia",69526,47204,47204,4080,2724,3560,510,1450,1450,6776657,5726541,1050116,7006164,888252,213956,15180,229136,0,0,0,0,0,0
2012,"2101202","Bacabal","MA","Autarquia",95576,7641,78779,6869,3859,3634,25.01,333.02,403.22,5262264,5117636,144628,5478063,1850000,256222,0,256222,0,0,0,0,0,0
2012,"2200400","Altos","PI","Sociedade de economia mista com administracao publica",17992,1862,27677,1225.37,701.99,963.57,7.17,50.66,78.6,1967500.27,1859719.32,107780.95,1885043.61,395322.75,0,0,0,0,0,0,0,0,0
2015,"2202133","Campo Grande do Piauí","PI","Administracao publica direta",950,200,1628,60,20,0,20,0,0,45100,45000,100,90000,11000,NA,NA,NA,0,0,0,0,0,0
2022,"2916005","Itanhém","BA","Administracao publica direta",NA,13369,NA,NA,NA,NA,1000,0,0,12000,NA,12000,0,6000,NA,NA,NA,0,0,0,0,0,0
2022,"2929008","São Félix","BA","Sociedade de economia mista com administracao publica",7113,6623,NA,849.47,291.55,711.93,34.07,232.95,253.15,2374662.63,1342299.03,1032363.6,2430618.37,208806.18,311038.3,64806.19,405740.72,0,0,0,0,0,0
2022,"2105401","Itapecuru Mirim","MA","Sociedade de economia mista com administracao publica",42062,6380,NA,4247.81,1776.48,2485.99,26.83,161.01,161.07,7937792.71,7445216.78,492575.93,6893680.84,1369660,327935.92,164052.93,537752.57,0,0,0,0,0,0
2021,"2903904","Bom Jesus da Lapa","BA","Autarquia",70151,22083,47628,3264,3051,8430,967,1493,1466,11098718,9282318,1816400,11098718,1735877,270600,0,270600,0,0,0,0,0,0
2020,"2903904","Bom Jesus da Lapa","BA","Autarquia",69662,22083,47296,3264,3025,8430,967,1493,1466,11246459,9393676,1852783,11246459,1100000,3e+05,0,3e+05,0,0,0,0,0,0
2019,"2907103","Carinhanha","BA","Autarquia",19126,10294,12868,1929,1138,583,NA,771.6,771.6,3494222,2896366,597856,3494222,602809,135756,0,135756,0,0,0,0,0,0
2020,"2913705","Inhambupe","BA","Administracao publica direta",NA,20000,17369,NA,NA,NA,0,0,0,170000,NA,170000,160000,80000,NA,NA,NA,0,0,0,0,0,0
2021,"2928703","Santo Antônio de Jesus","BA","Sociedade de economia mista com administracao publica",85258,21995,89949,6429.9,4613.66,3917.37,376.36,888.07,991.96,29436826.5,26425783.64,3011042.86,30714630.84,2412313.24,1668381.93,593307.86,2375651.2,0,0,0,0,0,0
2021,"2929008","São Félix","BA","Sociedade de economia mista com administracao publica",9526,8805,9716,778.27,301.41,582.21,25.55,242.72,258.83,2237649.84,1264057.85,973591.99,2295879.77,214786.59,135602.32,28508.94,190770.54,0,0,0,0,0,0
2020,"2200400","Altos","PI","Sociedade de economia mista com administracao publica",31076,2149,28646,1665.39,988.98,1425.7,7.28,47.23,84.64,3957079.89,3752964.86,204115.03,4206694.4,1106897.93,0,0,23572.73,0,0,0,0,0,0
2009,"2904902","Cachoeira","BA","Sociedade de economia mista com administracao publica",22662,7548,17205,1267.39,983.12,104.39,369.27,292.11,325.63,2276503.12,2023748.46,252754.66,2589596.36,189557.31,NA,1822000,NA,0,0,0,0,0,0
2009,"2914703","Itaberaba","BA","Sociedade de economia mista com administracao publica",56552,3646,47464,3022.02,2598.45,7741.24,1.2,130.81,140.5,4897715.26,4811856.15,85859.11,4952731.48,357601.42,NA,309000,NA,0,0,0,0,0,0
2009,"2919306","Lençóis","BA","Sociedade de economia mista com administracao publica",7993,3356,7701,414.79,370.73,49.47,2.59,153.14,163.25,1016988.12,710579.07,306409.05,1011183.79,58620.63,NA,NA,NA,0,0,0,0,0,0
2009,"2930501","Serrinha","BA","Sociedade de economia mista com administracao publica",62341,3534,45698,4077.42,2517.11,13313.44,NA,133.28,135.02,4170073.41,4095649.8,74423.61,4813073.58,2636344.43,NA,NA,NA,0,0,0,0,0,0
2010,"2200400","Altos","PI","Sociedade de economia mista com administracao publica",16487,19,27388,1025.09,689,779,2.67,0,0.26,1489753.72,1489538.18,215.54,1601239.92,309458.44,0,75863.3,75863.3,0,0,0,0,0,0
2012,"2111300","São Luís","MA","Sociedade de economia mista com administracao publica",915072,489512,981920,142876.26,102377.95,40084.09,1852.56,5234.69,24628.25,171364737.32,98347211.32,73017526,109100829.59,37491187.7,4873223.34,0,5304225.34,0,0,0,0,0,0
